tiempo,Susceptibles,Expuestos,Asintomáticos (I0),Modedados (I1),Severos (I2),Críticos (I3),Recuperados (R),Muertos (D),Muertes naturales(NR)
2020-01-31,184795.881776625,21153.0137080246,119405.39385649099,10047.8916279311,614.5102898386609,29.887633453573297,680.2801528958599,0.058553419938717995,196.458918074428
2020-02-01,165281.605922184,19505.0360603524,132722.8424072,12715.1211072857,844.5904606747349,43.3267622571741,940.3021216626199,0.088441053392291,196.492516090023
2020-02-02,148123.568352113,17149.773489775,142994.918203434,15642.1094297906,1134.11270314558,61.6811307728641,1270.9764716990899,0.131767815649465,196.53920105277803
2020-02-03,133591.278990463,14524.8831832324,150109.804725365,18748.2444357797,1487.96274330845,86.14582340593479,1680.08498069782,0.193448946422329,196.602880701518
2020-02-04,121591.721643519,11992.8777829936,154323.99242749,21952.1528912427,1908.9410137878199,117.973158146332,2173.5620695467396,0.279594769828264,196.68812072167
2020-02-06,111759.002753404,9826.639304032959,156153.56244393,25180.702057531802,2397.7949514789498,158.418860417474,2755.4254717869603,0.397567927974596,196.80011722894298
2020-02-07,103547.217538234,8206.197265032371,156267.882103118,28375.130122356,2953.4700557955703,208.691813937212,3427.9272425631398,0.5559867883920699,196.94465096349097
2020-02-08,96364.3053232577,7177.73485409965,155347.815306634,31494.434343166802,3573.5043448189795,269.91253879984,4191.86040454613,0.7646786023292829,197.128030247579
2020-02-09,89708.8677575294,6650.6193504622,153948.31086790698,34515.218304865804,4254.4958274786895,343.083442009367,5046.957836125879,1.03459114112912,197.35702963000702
2020-02-10,83247.4656052755,6456.916708866,152427.62610759801,37428.1914324784,4992.55484870216,429.07201127664706,5992.29881592196,1.37767458313849,197.63882966717898
2020-02-11,76823.66146451,6419.64176748525,150948.46829018698,40233.0276442045,5783.660024980461,528.605912412137,7026.64120277915,1.80674659441514,197.980960447151
2020-02-13,70424.5502715973,6395.2700098395,149521.588673229,42933.37724156,6623.88010121334,642.277022040214,8148.636882970441,2.3353525068272702,198.391249594771
2020-02-14,64125.5613360532,6295.46770803045,148068.847656213,45533.06371837849,7509.4687364663905,770.5506624266831,9356.93095771653,2.97762952886749,198.87777520047
2020-02-15,58026.61223483,6095.74282315646,146491.662793824,48033.911488622194,8436.86421807523,913.7766695821471,10650.1704777423,3.74818019129417,199.448823488471
2020-02-16,52197.0921091217,5826.6187950965605,144727.083622945,50435.296042956106,9402.63620100387,1072.19988084326,12026.9601887048,4.66195686087632,200.112849486236
2020-02-17,46649.4092924683,5545.072962047901,142772.399111652,52735.072742032,10403.4227745491,1245.96877996044,13485.8060081255,5.73415674171957,200.87843825938202
2020-02-18,41348.7639829457,5298.3128390579905,140672.246228744,54931.0831321871,11435.891717256001,1435.14215925414,15025.0796234745,6.98012552168002,201.754265797959
2020-02-19,36247.7836115556,5098.91293319094,138481.523362362,57022.3101001121,12496.7394358662,1639.6944915454699,16643.0188860713,8.415267680934159,202.749061338442
2020-02-20,31324.2192579577,4921.75196441734,136227.162786141,59009.1003115784,13582.718104367099,1859.52099783436,18337.756353309498,10.0549621724796,203.871574418852
2020-02-21,26603.168592552098,4719.48445444266,133887.355665006,60892.4488553329,14690.667566401002,2094.4431142921,20107.3539166567,11.914483170314,205.13054891888902
2020-02-22,22155.9574842788,4445.88094984375,131395.193844289,62672.7946324209,15817.529012038101,2344.214454054,21949.820758487,14.0089262846061,206.53470336866297
2020-02-23,18078.7717964602,4076.0778899442894,128662.37278922199,64348.9339491984,16960.3289405192,2608.5267936485297,23863.102261137403,16.353140738660098,208.092713750517
2020-02-24,14461.9545321652,3615.91332570519,125611.00195699,65917.5387225065,18116.1370166809,2887.0153580609303,25845.0420279046,18.961667532308603,209.8131935134
2020-02-25,11363.4728449761,3097.7585894625104,122199.598425041,67373.46229079559,19282.013204286002,3179.2628040430604,27893.3311270819,21.848682890369503,211.704666244445
2020-02-27,8796.247167828142,2566.65750350573,118433.872738161,68710.67175110981,20454.9636475059,3484.80170759008,30005.4635078506,25.027945694412605,213.775529022139
2020-03-01,6731.024215913679,2064.7831395560697,114361.412592426,69923.420623184,21631.9203681528,3803.1158464654295,32178.7130820475,28.5127474020027,216.03400776926497
2020-03-02,5109.44093676985,1621.2467279330301,110056.45091982,71007.2632473138,22809.750059372996,4133.64092108084,34410.1389131721,32.315863248468105,218.48810856468003
2020-03-03,3859.6770122391,1249.5084524839199,105602.83408563801,71959.6729346463,23985.2874060269,4475.76545249854,36696.6153607765,36.449504169548895,221.14556993237701
